Metric,Train,Test
RMSE,8.368482733357424e-4,0.0021258478107829323
Pearson,0.9622645355474879,0.7873161617057842
Spearman,0.9334128490230246,0.7735293106591227
SD_Error,8.369209996386574e-4,0.002123938580052375
R2,0.925175575077211,0.603467359549158
