Metric,Train,Test
RMSE,5.702552514509455e-4,0.0023016369154147875
Pearson,0.9832733736312672,0.7361800022851048
Spearman,0.973505155039248,0.7584996443872704
SD_Error,5.692265912061748e-4,0.002300564240927165
R2,0.9652553032430153,0.5351763351705576
