Metric,Train,Test
RMSE,5.99650985691458e-4,0.0019377008894078736
Pearson,0.9814924638179541,0.7567862005938799
Spearman,0.9619480600800534,0.837824284274922
SD_Error,5.997873076204116e-4,0.0019234609461836725
R2,0.9619857373632582,0.5282557745763509
