eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.3,1,5,0.65,0.9,0,0,47,0.08055466224281291
0.01,3,5,0.65,0.9,0,0,496,0.07958916145649543
0.05,3,5,0.65,0.9,0,0,89,0.07927845422034423
0.1,3,5,0.65,0.9,0,0,82,0.08019009315489989
0.3,3,5,0.65,0.9,0,0,13,0.08436120023917203
0.01,5,5,0.65,0.9,0,0,495,0.07921635771952572
0.05,5,5,0.65,0.9,0,0,90,0.0799153180097765
0.1,5,5,0.65,0.9,0,0,53,0.07962216190845818
0.3,5,5,0.65,0.9,0,0,10,0.08552179266966502
0.01,7,5,0.65,0.9,0,0,449,0.07913476126108611
0.05,7,5,0.65,0.9,0,0,100,0.07916161385782121
0.1,7,5,0.65,0.9,0,0,53,0.08184522393434368
0.3,7,5,0.65,0.9,0,0,10,0.08816432895609272
0.01,1,7,0.65,0.9,0,0,589,0.08074911908627344
0.05,1,7,0.65,0.9,0,0,164,0.08052501714490705
0.1,1,7,0.65,0.9,0,0,89,0.08068609333656823
0.3,1,7,0.65,0.9,0,0,46,0.08054564648597183
0.01,3,7,0.65,0.9,0,0,473,0.0789590063613853
0.05,3,7,0.65,0.9,0,0,98,0.0788303145028034
0.1,3,7,0.65,0.9,0,0,64,0.07917267280141543
0.3,3,7,0.65,0.9,0,0,13,0.08265989411965129
0.01,5,7,0.65,0.9,0,0,442,0.07884358090932828
0.05,5,7,0.65,0.9,0,0,103,0.07876309328305137
0.1,5,7,0.65,0.9,0,0,53,0.08031957826215862
0.3,5,7,0.65,0.9,0,0,11,0.08417536680901619
0.01,7,7,0.65,0.9,0,0,470,0.07857027817783618
0.05,7,7,0.65,0.9,0,0,94,0.07929367234812164
0.1,7,7,0.65,0.9,0,0,63,0.07925401973846213
0.3,7,7,0.65,0.9,0,0,11,0.08299049836262593
0.01,1,1,0.8,0.9,0,0,526,0.08149451859222397
0.05,1,1,0.8,0.9,0,0,148,0.08129258317142499
0.1,1,1,0.8,0.9,0,0,78,0.0814794020877864
0.3,1,1,0.8,0.9,0,0,24,0.08154085609024991
0.01,3,1,0.8,0.9,0,0,516,0.08066875892858516
0.05,3,1,0.8,0.9,0,0,104,0.08078975409557353
