Metric,Train,Test
RMSE,6.359265083582484e-4,0.0013038120228504942
Pearson,0.9825697447807763,0.8425978682947319
Spearman,0.9640844719647914,0.8264289351013301
SD_Error,6.355469789321908e-4,0.0012747415585406198
R2,0.964368076332855,0.6459444922453328
