Metric,Train,Test
RMSE,7.515518238561903e-4,0.0016484435715422394
Pearson,0.9677548556239847,0.8464411443669856
Spearman,0.9466561695995482,0.8515919733562504
SD_Error,7.50489129304369e-4,0.0016335466323676505
R2,0.9352582765766225,0.6945444143092093
SD_RMSE,2.0450255537682774e-4,3.660152139177521e-4
