Metric,Train,Test
RMSE,0.07466838862880176,0.0765903417081355
Pearson,0.556798396842005,0.4005085515936255
Spearman,0.6855627509395597,0.5624578517322463
SD_Error,0.07468820245026105,0.07677936409085855
R2,0.30002457975741303,0.16007976265667845
