Metric,Train,Test
RMSE,0.05294976226798662,0.07835924022522055
Pearson,0.8087433127888027,0.4060866846135595
Spearman,0.7649994348109321,0.6070020127642852
SD_Error,0.05295178565688924,0.07842062731423077
R2,0.6288840674997709,0.1492912208810259
SD_RMSE,0.013549452528147748,0.01318955346595829
