Metric,Train,Test
RMSE,0.037809953902690964,0.09617601374660563
Pearson,0.9161901353695745,0.38867380683970854
Spearman,0.8257135748849458,0.6439723293598949
SD_Error,0.037769620032848165,0.09624292088587143
R2,0.7886754119307098,0.13875892365630194
