Metric,Train,Test
RMSE,0.04840281822989996,0.0822419317112592
Pearson,0.867460646617816,0.3876291086175513
Spearman,0.7869605003187852,0.5703371523463394
SD_Error,0.04841200681121904,0.0822475403016183
R2,0.7029346391276379,0.1327961556116457
