Metric,Train,Test
RMSE,0.060248003768100855,0.05737616862467587
Pearson,0.7851682001997762,0.4854644910452754
Spearman,0.7372883265070397,0.7123607962454759
SD_Error,0.06024591997467445,0.05721565132214155
R2,0.5723048726697316,0.20915004342108545
