Metric,Train,Test
RMSE,0.050318188300760354,0.09377706759996955
Pearson,0.8214359425828774,0.4359490608655466
Spearman,0.7657229349557833,0.6742747647719687
SD_Error,0.0503330216481403,0.09338632052484716
R2,0.6257276644066081,0.18118745815167514
