Metric,Train,Test
RMSE,0.044300685705826126,0.07306877353919945
Pearson,0.8965618473586077,0.505117324593977
Spearman,0.8146537288273393,0.6069659177003187
SD_Error,0.04431476606959849,0.07307412918381649
R2,0.7604988419248138,0.2533588393991626
