Metric,Train,Test
RMSE,0.05285224134343176,0.07537186580739788
Pearson,0.8286536793838275,0.4328074767805991
Spearman,0.7689435331626974,0.6120223072688218
SD_Error,0.052860273161530934,0.07556767623229972
R2,0.6492997701514436,0.1865917674148302
