Metric,Train,Test
RMSE,6.493796104198444e-4,0.0017867604747716856
Pearson,0.9771858128458285,0.8235792957240045
Spearman,0.9550295596642892,0.8383145859439433
SD_Error,6.494913541855324e-4,0.0017711825380552519
R2,0.9537797116282807,0.6497656468521602
SD_RMSE,1.2719339394974487e-4,3.61144023617103e-4
