Metric,Train,Test
RMSE,5.320349964579227e-4,0.0013777930215747754
Pearson,0.9878905723896363,0.8311445188351344
Spearman,0.9720805427803001,0.8295956159094706
SD_Error,5.321796913225263e-4,0.0013488082069365126
R2,0.9750594622763945,0.60462486494489
