Metric,Train,Test
RMSE,0.05225263107229516,0.07695002601779255
Pearson,0.8103792043790179,0.4386139480637804
Spearman,0.7717466519051666,0.6214642282971629
SD_Error,0.05225812498658786,0.0769813811070271
R2,0.6374686390265825,0.17622819199101855
SD_RMSE,0.013625883625696797,0.011941471180613838
