Metric,Train,Test
RMSE,0.04367634900185188,0.09304520361823569
Pearson,0.8716638376886947,0.44536565987386123
Spearman,0.7933356921746503,0.670832790479131
SD_Error,0.043677417289709315,0.09295024595339937
R2,0.7180121537117786,0.19391809739191412
