Metric,Train,Test
RMSE,0.0674446875804512,0.08078717805732097
Pearson,0.6587413448828394,0.3256552685020035
Spearman,0.6965972026913304,0.5634507181061688
SD_Error,0.06746281058424253,0.08084568375137145
R2,0.4116815558118343,0.09636899267180665
SD_RMSE,0.00961556387685429,0.013674522215566863
