Metric,Train,Test
RMSE,0.0553811774320324,0.08039236188124897
Pearson,0.8280243094134699,0.3222096090802012
Spearman,0.7526325837841256,0.5308541503483258
SD_Error,0.05539052075396861,0.08043500307596343
R2,0.6257075297039947,0.09618848799827107
