Metric,Train,Test
RMSE,0.07708876517435444,0.0810518599890954
Pearson,0.517335913489319,0.2691770276765174
Spearman,0.665762189244018,0.5570476142438439
SD_Error,0.07710909906847238,0.08119676504131816
R2,0.25390967243777973,0.05937611545059296
