Metric,Train,Test
RMSE,0.05712886640063751,0.07557750419160197
Pearson,0.7986888517660765,0.42772427710478217
Spearman,0.7517424792413014,0.5665168014493367
SD_Error,0.05713285785126048,0.07577433570465304
R2,0.5902486014355355,0.182147240723049
