Metric,Train,Test
RMSE,0.056630181175132806,0.061118119668419256
Pearson,0.816326907153431,0.4100045146741359
Spearman,0.7424293368740729,0.6696411526070876
SD_Error,0.056638216761986396,0.061093413559023535
R2,0.6221278531518462,0.1026311797650229
