Metric,Train,Test
RMSE,6.842351168772939e-4,0.0013211217704647783
Pearson,0.9797860339800565,0.8419005769634148
Spearman,0.962807912802759,0.8389648211210743
SD_Error,6.842001733145375e-4,0.0012945863316374247
R2,0.9587488432798713,0.6364810206822936
