Metric,Train,Test
RMSE,7.532448419336122e-4,0.0021476499090939717
Pearson,0.9698065534362272,0.7851676848039258
Spearman,0.9468767980068669,0.7554110816800739
SD_Error,7.529947873357283e-4,0.0021404298842793343
R2,0.9393791150874728,0.5952921974682046
