Metric,Train,Test
RMSE,6.60403501129173e-4,0.0016995434377531256
Pearson,0.977263314331464,0.8415198013731471
Spearman,0.9576135640418941,0.8451895671253357
SD_Error,6.601500119496146e-4,0.0016861679287167076
R2,0.953619346254798,0.6781814975847112
SD_RMSE,7.593595105567525e-5,3.5925360020740756e-4
