Metric,Train,Test
RMSE,8.274315734639592e-4,0.001317402606014659
Pearson,0.970019041192435,0.8406210583712633
Spearman,0.9476455696536003,0.8364064994335114
SD_Error,8.276304057399129e-4,0.0012942786462814232
R2,0.939676075252223,0.6385248653418022
