Metric,Train,Test
RMSE,7.341530050480484e-4,0.0017027520594994489
Pearson,0.9716132812570387,0.8365255286669339
Spearman,0.9494546375247042,0.8431264273657733
SD_Error,7.337086287894523e-4,0.0016910410931117407
R2,0.942556809764303,0.6777782997432361
SD_RMSE,1.410483609304551e-4,3.625770271338445e-4
