Municipality.code,Municipality,Total_residents,Total_houses,P_female,Mean_age,P_age_00_14,P_age_15_39,P_age_65_more,P_migrants,P_afrodescendants,P_disability,P_indigenous_language,P_university_studies,P_read_write,P_electricity,P_car,P_cell_phone,P_internet,Mean_occupants,P_working,Current_income,P_poverty,P_extreme_poverty,P_vulnerable_income,P_educational_lag,P_lack_quality_living_spaces
15035, Huehuetoca,163244,46672,50.98380339,28.75078124,28.22391882,41.83527163,3.514662811,0.240983113,2.2156046,15.27681395,4.25214266,11.82830709,98.31168273,99.86471106,33.60108245,94.3575755,48.3277125,3.486999463,85.48553719,45480.57,47.6,5.1,15.6,10.5,6.9
15036, Hueypoxtla,46757,11576,50.578523,30.84329619,26.93500438,40.11377975,7.034240862,0.117692374,0.652615813,18.99830984,0.879370106,4.796250321,92.56569848,99.80091751,36.22749307,82.95385681,25.01731302,4.006577809,81.30962706,35997.19,67.5,9.4,4.8,14.3,6.2
15037, Huixquilucan,284965,82032,52.11131192,32.99621971,22.24999035,40.35816202,7.846289387,2.305413659,2.328491243,12.91657591,3.490196906,32.09168147,97.60718212,99.88159324,57.68789373,93.11885721,69.42256737,3.448036416,80.897146,67270.17,51.3,6.9,7.4,10.1,8.9
15038, Isidro Fabela,11929,3016,51.23648252,30.40824881,26.55712968,40.13748009,6.270433398,0.184455437,6.715291751,12.39939638,3.264518295,7.320349228,93.10116086,99.53457447,41.13734619,83.77659574,37.86569149,3.921900964,81.00929615,40653.5,37.3,4.2,2.3,12.2,10.2
15039, Ixtapaluca,542211,146962,51.47959005,31.24170154,24.10778213,40.97503635,5.183352156,0.252281267,1.790782438,17.28642622,5.120015665,14.48505487,97.55051676,99.80637332,36.63502067,91.46234168,60.82801244,3.663003563,81.61314516,44187.37,54.2,8.2,12.2,9.9,10
15040, Ixtapan de la Sal,36911,9852,52.11183658,30.13047954,28.59116771,39.86724465,7.591438635,0.891695577,1.149269509,19.00645021,0.412583806,11.8629341,91.79961386,99.42892107,41.94206446,89.07811544,43.21843769,3.723037717,80.89074603,36874.35,50.3,4.6,5.8,12.7,7.5
15041, Ixtapan del Oro,6475,1679,50.34749035,29.10501931,32.4015444,38.14671815,7.953667954,0.262548263,0.50965251,10.74903475,6.348470806,3.382761816,86.06313282,97.43895176,27.27814175,54.13936867,3.752233472,3.821322216,78.64832536,24570.34,80.9,18.5,0.4,37.5,19.4
15042, Ixtlahuaca,160139,38306,52.05727524,29.81132323,27.82409402,41.61280452,6.580861919,0.123385652,0.52618721,17.79322752,37.91954505,7.62169715,89.8354232,99.08938664,37.54056317,82.9935889,30.01413169,4.129051668,84.86269783,40736.41,76.4,20.1,4.1,16.4,6.7
15044, Jaltenco,28217,7638,51.64262679,33.02435997,23.51606269,38.77739167,8.453301184,0.15259049,0.870337478,20.05887151,1.638646521,13.26519749,98.55756622,99.92118744,36.5404837,89.41764165,59.81861199,3.676601891,75.28886555,47404.47,51.7,3.7,13,9.1,3.2
15045, Jilotepec,87671,22962,51.16971404,31.12274558,26.11537628,40.37371237,7.600871539,0.295817281,1.201338373,18.80234601,1.305593764,10.33782854,93.57398204,97.76197539,49.58320604,85.43193717,27.68445395,3.779018539,80.47864442,48692.73,49.8,7.3,7.5,13.8,5
15046, Jilotzingo,19877,5045,51.10429139,30.98842826,25.96598913,40.86335279,6.782048702,0.15599054,0.448249811,17.46830348,2.103568014,9.690898107,93.5368755,99.32472691,42.58744038,85.58934605,41.99960246,3.905102243,80.60027827,39386.76,45.8,3.1,6.8,11.5,9.5
15047, Jiquipilco,76826,19033,52.53690157,29.06931247,30.289225,39.9799547,6.755525473,0.209659986,2.644393521,14.26730198,19.38356967,5.013378581,89.32779297,98.71079773,30.88823406,72.74258051,13.6820502,4.002841507,79.0512374,32003.31,71.4,19.6,1.9,18.8,10.4
15048, Jocotitlán,69264,17749,52.00248325,30.90146396,26.74260799,39.87785863,7.2996073,0.242606285,0.89141239,16.7884371,9.138845148,12.17682848,93.36904426,98.56602495,44.31144486,82.73486902,32.57113821,3.883608038,82.21920597,43252.93,54.4,7.4,7.9,12.1,6.3
15049, Joquicingo,15428,3592,51.10837438,29.77653631,29.52449006,39.69078862,6.924775887,0.714703398,3.631756757,17.63788735,1.286298967,5.976742675,92.49232487,99.32829555,30.8984047,78.95326057,35.89025756,4.214684534,78.27431141,32540.52,69.9,13.1,5.3,16,14
15050, Juchitepec,27116,6884,51.53046172,30.08766042,27.71426464,40.37837439,6.590205045,0.092261136,1.800937373,16.2855035,0.546226241,6.889298893,93.50573878,99.47636364,24.48356125,84.85818182,29.48363636,3.906209103,84.24277794,36592.21,70.5,7.8,4.9,14.5,10.9
15070, La Paz,304088,78179,51.26345005,30.68795474,25.8578383,40.71179528,6.009801987,0.219200512,2.823919718,18.72885372,8.854374175,10.01669064,96.49812926,99.73355878,31.59182941,89.07695462,53.01000987,3.848973738,81.31721636,45749.4,62.7,13.6,8,12.8,17.1
15051, Lerma,170327,42543,50.7018852,30.76327111,25.72938217,41.20979876,6.073091029,0.388197386,0.950213739,13.18205867,4.155597835,18.26255031,96.31277813,99.68332743,50.4809624,89.36446787,51.91321406,3.952289896,83.74215765,36428.69,34.8,4,11.1,7.2,5.1
15123, Luvianos,28822,7302,51.12414128,29.76840608,32.65907987,36.26049545,9.95073208,1.506212258,0.499722376,21.29025541,0.229126888,7.165184774,80.39188819,98.23190789,35.93364409,80.50986842,18.76370614,3.900767544,74.38267347,28452.3,74.9,22.6,1.3,26.8,12.2
15052, Malinalco,28155,7410,50.86840703,30.77958937,28.271526,38.91730605,8.464762717,0.607740697,6.567164179,16.1022069,0.463045414,6.343097427,90.30384875,99.13466739,28.23322511,76.24070318,23.54293442,3.769501149,80.01629107,33651.5,66.5,17,1.8,21,11.9
15053, Melchor Ocampo,61220,15278,51.14831754,30.87303351,25.66121575,40.57144724,6.152287913,0.290997074,2.517779776,15.36299613,4.648501986,12.93994505,97.22822882,99.776551,41.15829608,90.03614854,53.23949221,3.962748834,81.4430961,48324.88,53.5,6.2,12.6,11.5,6.7
15054, Metepec,242307,68140,52.12808545,34.56525528,20.75852013,38.51336002,9.177498833,1.040843923,2.010399474,13.97172502,0.981324644,40.94461153,98.53111997,99.90587128,63.97122641,92.98428857,73.5287194,3.525127843,77.22545053,62264.38,33.2,3.1,13.3,6.2,2.7
15055, Mexicaltzingo,13807,3302,51.0900268,30.8475411,25.82023611,41.09509669,6.576374303,0.246305419,1.376612085,9.263417107,1.276657479,15.29309344,95.39533475,99.87841945,55.25835866,86.56534954,53.98176292,4.092705167,80.28728606,45588.24,54,5.8,4.5,9.9,6
15056, Morelos,33164,8174,51.8453745,29.66355027,30.43609385,38.60908378,8.185053381,0.250437511,0.999004014,16.14790686,33.69316126,4.319107224,85.66532011,96.57584683,32.33922435,73.1434884,13.56327483,4.01190038,80.31234629,33667.42,72.8,17.3,3.7,21.9,12.9
15057, Naucalpan de Juárez,834434,240186,51.7643097,34.61803369,20.86481082,38.90378018,10.11251579,0.598009596,1.834331184,15.4330975,5.445337004,23.82909059,97.36133347,99.92282985,46.02522856,91.23651764,66.81619215,3.445053272,75.3054276,64942.94,42.6,4.9,11.9,10.2,5.4
15059, Nextlalpan,57082,15855,50.96878175,28.67004276,29.0162613,42.81208383,4.209013808,0.271796311,4.314364854,17.8469411,3.898652556,12.1934103,98.125,99.8041198,37.3120182,91.4507772,47.05845182,3.584043964,87.60424564,39304.28,54.1,6.3,10.4,10.8,9.6
15058, Nezahualcóyotl,1077208,297958,51.7342983,35.35470168,20.07840312,37.94213174,10.62508937,0.253615661,1.767852292,19.28566713,3.018743441,17.80226353,97.56825809,99.93882209,38.95937507,89.32949998,68.79913912,3.569762637,73.96180886,48521.92,46.5,5.1,12.4,8.6,6.1
15060, Nicolás Romero,430601,114765,51.28343873,31.39198198,24.43406964,40.90423432,6.160546303,0.238722844,1.941183308,17.51403897,6.153599383,12.69113257,96.27116279,99.85673853,39.79606993,90.05888314,56.3918841,3.723342008,79.1110568,44408.84,51.4,8,12.2,10.5,5.1
15061, Nopaltepec,10351,2888,50.82600715,32.10375809,25.50478215,38.30547773,8.772099314,0.154693996,0.686520982,14.37409377,0.656941358,9.770003865,94.90820921,99.72105997,49.47662247,84.30962343,37.32124172,3.576359833,81.17401876,43918.64,60.2,2.4,5,12.8,2.3
15062, Ocoyoacac,72103,17335,51.15182447,31.68621794,24.69729962,40.08127488,6.893108279,0.366335947,1.525033304,16.20538006,4.749684418,17.14321406,96.61183261,99.67017706,46.47879174,89.10300926,53.35687001,4.107492045,82.53977437,47893.16,49.2,7.5,8.1,8.8,5.2
15063, Ocuilan,36223,8791,51.28785578,28.64155163,30.84759801,40.37548316,6.402540033,0.524716929,1.902841835,18.16550239,10.84417198,4.514579192,91.14903299,99.1571754,36.53035653,77.93849658,22.67653759,4.081321185,82.89984029,29129.62,64.6,12.1,2.5,18,7.8
15065, Otumba,36331,9307,49.91329718,31.44837742,25.46310314,40.29341334,7.461947098,0.234377206,1.550190597,13.29516364,0.969364685,8.93281303,94.99140155,99.41690962,51.34989201,87.94816415,34.42056378,3.776050103,82.52751997,44299.35,63.2,7.4,3.4,12.5,9
15066, Otzoloapan,4891,1271,50.99161726,29.92987119,32.50868943,36.45471274,9.037006747,0.960948681,0.306685749,13.61684727,0.103327134,5.308820492,80.17309205,99.84189723,43.82911392,70.90909091,10.35573123,3.790513834,63.60759494,26726.5,64.9,8.3,1.1,27.9,8.5
15067, Otzolotepec,88783,20530,51.06382979,29.13833431,27.60264095,42.99652981,5.210915318,0.143105041,0.635564571,12.5107035,14.66695229,8.526720744,92.45844099,99.60905048,40.37728472,82.77783208,34.63324048,4.261137163,83.48233915,33410.2,61.7,12.4,8.4,14.2,8.5
15068, Ozumba,30785,7266,52.08055871,30.81419753,26.88434048,39.80506823,7.397660819,0.328348505,1.163660003,14.15063686,0.731802511,10.21019067,96.33608815,99.47513812,34.64566929,84.40392319,32.679287,4.161352657,83.07352738,39578.04,65.9,12.6,4,16.3,13.4
15069, Papalotla,4862,1231,51.91279309,32.28877005,24.18757713,38.81118881,7.383792678,0.247218789,1.277297075,17.3053152,1.6352722,20.98944318,97.07554833,99.91776316,52.87828947,89.72039474,64.96710526,3.864309211,77.72357724,31482.06,48.2,4.5,7.4,10.7,7.5
15071, Polotitlán,14985,4018,51.09109109,31.89943277,26.82015349,37.2972973,8.795462129,0.23361367,1.44153764,18.67200534,0.654686352,7.299953205,93.37979094,99.22654691,58.65768463,84.50598802,27.29540918,3.705588822,80.20469296,42404.78,47.1,4.1,5.7,13.7,4.4
15072, Rayón,15972,3772,51.48384673,30.50857751,26.5464563,40.91535187,6.192086151,0.175339721,1.264792436,12.32233423,1.015164808,11.6839995,96.28745691,99.62845011,41.09370852,84.15605096,49.52229299,4.17940552,80.1382611,40091.29,48.5,2.7,18.1,10.8,4.9
15073, San Antonio la Isla,31962,8524,51.7520806,29.49164476,27.07785705,42.13293278,4.346601577,0.281681325,3.386117544,14.03893096,1.192227055,26.51062365,97.9936642,99.71821064,53.5642983,93.0374545,62.35321747,3.702981921,86.84055928,43993.99,44.9,4,13.5,7.2,4.6
15074, San Felipe del Progreso,144924,32829,52.16251277,26.95827353,32.6883798,42.29022909,5.407811206,0.133900224,1.227861905,14.50279484,58.97527916,5.571394057,85.09704744,97.79052734,26.02710457,78.26471755,14.35460733,4.337371456,86.22525472,31191.91,75.4,27,1.1,22.4,11
15124, San José del Rincón,100082,21812,51.00717412,26.04233613,34.63429257,42.08633094,5.194844125,0.090965433,2.302148205,10.78320658,29.13254337,1.441216182,81.3858571,98.29389103,27.54793138,69.8146959,6.499701849,4.500573263,81.69131238,26005.17,77,24.9,1.1,28.3,11.8
15075, San Martín de las Pirámides,29182,7703,51.10684669,31.96161097,24.22622108,40.09940017,7.602399314,0.161201811,1.426807518,13.74357216,2.518675896,11.39869729,96.19282744,99.72663369,45.93151933,89.32152624,42.7362666,3.76659724,81.22065728,43610.94,48.6,3.7,4.2,10.5,5.5
15076, San Mateo Atenco,97418,23062,51.26054733,30.15595792,26.39169103,41.61073826,5.729402561,0.398886827,0.832429641,13.01410075,1.164670628,18.04644457,97.25526075,99.72523878,48.14184768,90.550975,55.78970332,4.141790397,84.20914804,48624.83,53.9,10,13.1,10.6,6.5
15077, San Simón de Guerrero,6692,1719,51.38971907,29.92468619,30.78302451,37.95576808,8.577405858,0.508069337,0.074716079,17.91691572,0.537955768,9.354453078,87.60907504,98.24458748,40.0234055,85.02047981,24.80983031,3.868421053,68.21885914,30752.07,61.1,11.4,1.4,21.1,11.9
15078, Santo Tomás,9729,2631,50.29293864,29.86984682,29.88588465,39.01511257,7.885267811,0.236503856,0.020561324,7.617970597,0.133621133,6.537156953,88.02736602,99.58143075,29.22374429,75.53272451,18.19566045,3.686834094,73.82499045,29251.21,55,8.2,1.5,25,10.3
15079, Soyaniquilpan de Juárez,14323,3964,50.40843399,31.22618715,27.13687151,39.15502793,7.80027933,0.447177194,0.971484484,19.64784796,0.509669762,10.07194245,95.63351843,98.22829663,52.08807897,86.33257403,23.96861554,3.604150848,79.23096382,37708.48,50.3,5.8,7,12.3,4.6
15080, Sultepec,24145,6185,52.62787327,30.25326154,32.0977428,35.31994202,9.596189687,0.475098979,1.850462616,17.16711534,1.768435102,6.883891693,79.94501051,98.202138,30.92499595,75.898931,13.50826045,3.846153846,76.03776656,28129.75,66.1,14.7,1.7,22.8,10.8
15081, Tecámac,547503,164394,51.50346208,31.38469802,23.94497424,40.91106727,5.279147941,0.400303704,1.773480501,16.09180697,2.418242,23.70622705,98.79682567,99.94029814,49.15423613,94.00693382,65.10529651,3.320162243,84.52240979,52193.24,40.2,4.2,12.4,7.4,3.8
15082, Tejupilco,79282,19851,52.05973613,28.9655155,31.93158598,38.92812997,7.966499332,0.947418883,0.379796348,16.59182077,0.25550215,14.64981849,85.5825903,99.21287653,36.76455747,85.35170047,30.70595953,3.944245421,76.54383478,33187.98,59.8,13.1,2.7,19.2,13.7
15083, Temamatla,14130,3731,50.96956829,29.64650471,28.16063461,41.27062823,5.510305262,0.056713455,0.83019939,13.95447777,4.851886055,9.643591015,96.58785599,98.57526882,34.92874429,88.76344086,44.89247312,3.771958098,78.36525492,39603.43,46.6,6,9.1,12.2,15.3
15084, Temascalapa,43593,11582,50.9691923,30.84639743,26.79669573,39.87838458,7.19596145,0.165304436,2.534493446,14.0234106,2.174212508,7.10858035,95.68861241,99.46334285,37.23487144,86.29793127,28.50588643,3.744548287,79.99653319,34139.91,62,9.5,6.2,12.7,8.8
15085, Temascalcingo,66414,17310,51.97247568,30.53333936,28.47849657,39.09920492,8.283640525,0.406749021,0.518220575,16.25402849,30.01144785,7.53383368,87.25864262,99.03328509,37.21414925,77.89418847,28.21908291,3.801307643,78.70828723,36808.96,67.9,20.8,2.4,21.3,9.3
15086, Temascaltepec,35014,8632,50.90820815,28.90001142,31.76729308,38.94156623,7.128577141,0.401986964,0.356025151,14.74922884,10.20759755,4.653033088,89.31633835,98.52634022,36.66009052,68.12485495,16.63959155,3.996170805,79.06679078,29021.39,62.4,13.4,1.9,19.1,11.7
15087, Temoaya,105766,24079,51.27734811,28.09424113,30.41323877,42.04066194,4.961702128,0.092744187,0.935684687,12.5754451,50.77451528,7.548723579,91.63030379,99.14309484,38.22697396,79.74873118,28.01447949,4.328564894,84.9641308,31678.59,62,18.1,5.5,18.5,9.7
15088, Tenancingo,104677,25558,51.06183784,29.89424143,28.37907572,40.4084324,6.717059745,0.344637841,0.719885277,13.58583976,0.445628481,12.1523503,93.13410622,99.44298435,36.51665555,82.15910874,41.59670459,3.997137704,82.35016703,36573.65,62.7,13.4,4.3,15.9,10.7
15089, Tenango del Aire,11359,2876,51.12245796,31.74311119,25.75050621,39.1759838,7.483053086,0.13215859,0.369913687,12.14442977,1.585204756,11.14242931,96.17258177,99.47662247,35.20586183,90.92495637,40.31413613,3.911374738,71.87281621,38713.5,58.5,5.3,7.8,9.7,10.3
