Metric,Train,Test
RMSE,6.157139966154761e-4,0.0017412168931534575
Pearson,0.9784070248565468,0.9067135847513974
Spearman,0.9644360462992987,0.9039255773202616
SD_Error,6.156698787277857e-4,0.0017436954497110915
R2,0.9558633631069416,0.8047757844721727
