Metric,Train,Test
RMSE,6.925647415968729e-4,0.0013572345631833733
Pearson,0.9744175945522767,0.9101047727758647
Spearman,0.9502051245526045,0.8980113388383129
SD_Error,6.915001097131113e-4,0.0013411583583787165
R2,0.9468171214788388,0.8226001462378023
