Metric,Train,Test
RMSE,0.048618506529745024,0.09760491350090282
Pearson,0.8505542695948963,0.35242244812526174
Spearman,0.7578763472085134,0.5830554201274304
SD_Error,0.04861428934914913,0.09768988889004943
R2,0.6505854678611407,0.11297767302373263
