Metric,Train,Test
RMSE,0.05936137196984681,0.05872000230706396
Pearson,0.8020124504719598,0.4352609516396642
Spearman,0.7318312062733906,0.6747494332418567
SD_Error,0.05937244802118168,0.05872513806170401
R2,0.5848004839206562,0.1716704884927256
