eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.3,3,5,0.65,0.9,0,0,12,0.08076209101250037
0.01,5,5,0.65,0.9,0,0,442,0.07750366949088162
0.05,5,5,0.65,0.9,0,0,95,0.07707058074725741
0.1,5,5,0.65,0.9,0,0,59,0.07752338609582908
0.3,5,5,0.65,0.9,0,0,12,0.07975750855600504
0.01,7,5,0.65,0.9,0,0,434,0.07728322173972943
0.05,7,5,0.65,0.9,0,0,96,0.07767022040069094
0.1,7,5,0.65,0.9,0,0,58,0.07937843306233452
0.3,7,5,0.65,0.9,0,0,17,0.08475220107801308
0.01,1,7,0.65,0.9,0,0,506,0.07991603664285139
0.05,1,7,0.65,0.9,0,0,118,0.07985279793943709
0.1,1,7,0.65,0.9,0,0,96,0.07958931505528456
0.3,1,7,0.65,0.9,0,0,14,0.07971805964998997
0.01,3,7,0.65,0.9,0,0,489,0.07704746728302238
0.05,3,7,0.65,0.9,0,0,108,0.07737652617848234
0.1,3,7,0.65,0.9,0,0,57,0.07771120938361356
0.3,3,7,0.65,0.9,0,0,18,0.07783058925548321
0.01,5,7,0.65,0.9,0,0,486,0.07699311658897093
0.05,5,7,0.65,0.9,0,0,106,0.07723471250194264
0.1,5,7,0.65,0.9,0,0,52,0.07769531177212824
0.3,5,7,0.65,0.9,0,0,14,0.07998455909834042
0.01,7,7,0.65,0.9,0,0,453,0.07676380214742914
0.05,7,7,0.65,0.9,0,0,96,0.07655970560071303
0.1,7,7,0.65,0.9,0,0,50,0.07846706379742142
0.3,7,7,0.65,0.9,0,0,17,0.08034849062176462
0.01,1,1,0.8,0.9,0,0,571,0.07991419385033706
0.05,1,1,0.8,0.9,0,0,96,0.07994019235347423
0.1,1,1,0.8,0.9,0,0,60,0.07986701400694086
0.3,1,1,0.8,0.9,0,0,25,0.07952859173005401
0.01,3,1,0.8,0.9,0,0,454,0.07921479766026132
0.05,3,1,0.8,0.9,0,0,93,0.07966641006185983
0.1,3,1,0.8,0.9,0,0,50,0.0790590228287434
0.3,3,1,0.8,0.9,0,0,15,0.08192899039415792
0.01,5,1,0.8,0.9,0,0,452,0.0792654392101818
0.05,5,1,0.8,0.9,0,0,121,0.08050834099538434
0.1,5,1,0.8,0.9,0,0,50,0.07953127656515938
0.3,5,1,0.8,0.9,0,0,17,0.08476841715092871
0.01,7,1,0.8,0.9,0,0,572,0.07977117986882996
0.05,7,1,0.8,0.9,0,0,121,0.0807416626796852
0.1,7,1,0.8,0.9,0,0,49,0.0786009994566432
0.3,7,1,0.8,0.9,0,0,16,0.08571861086197535
0.01,1,3,0.8,0.9,0,0,571,0.07992429418454211
0.05,1,3,0.8,0.9,0,0,91,0.0799688547379075
0.1,1,3,0.8,0.9,0,0,69,0.07985666940749574
0.3,1,3,0.8,0.9,0,0,25,0.07942428295638432
0.01,3,3,0.8,0.9,0,0,487,0.07767369763231127
0.05,3,3,0.8,0.9,0,0,93,0.07786369444018708
0.1,3,3,0.8,0.9,0,0,58,0.07732565924155951
0.3,3,3,0.8,0.9,0,0,20,0.07908216759596647
0.01,5,3,0.8,0.9,0,0,531,0.0771949728269962
0.05,5,3,0.8,0.9,0,0,99,0.07809495511907985
0.1,5,3,0.8,0.9,0,0,47,0.07804906879933825
0.3,5,3,0.8,0.9,0,0,13,0.0820157210062994
0.01,7,3,0.8,0.9,0,0,530,0.0775726089988629
0.05,7,3,0.8,0.9,0,0,96,0.07826583607940418
0.1,7,3,0.8,0.9,0,0,58,0.0790360524308544
0.3,7,3,0.8,0.9,0,0,23,0.08159547263144687
0.01,1,5,0.8,0.9,0,0,567,0.08002138733530195
0.05,1,5,0.8,0.9,0,0,94,0.08000822679640865
0.1,1,5,0.8,0.9,0,0,60,0.07981745441684528
0.3,1,5,0.8,0.9,0,0,25,0.07974485013719625
0.01,3,5,0.8,0.9,0,0,489,0.07731173814457937
0.05,3,5,0.8,0.9,0,0,177,0.07709168796553843
0.1,3,5,0.8,0.9,0,0,68,0.07587281660940574
0.3,3,5,0.8,0.9,0,0,14,0.07844475685054118
0.01,5,5,0.8,0.9,0,0,468,0.0767735049152507
0.05,5,5,0.8,0.9,0,0,93,0.07699875935473435
0.1,5,5,0.8,0.9,0,0,45,0.07667387603955482
0.3,5,5,0.8,0.9,0,0,14,0.08158414388616764
0.01,7,5,0.8,0.9,0,0,466,0.07718131227612741
0.05,7,5,0.8,0.9,0,0,97,0.0775531096497354
0.1,7,5,0.8,0.9,0,0,42,0.0778062575438021
0.3,7,5,0.8,0.9,0,0,11,0.08103091582201133
0.01,1,7,0.8,0.9,0,0,567,0.07985551520578571
0.05,1,7,0.8,0.9,0,0,91,0.07992907771638738
0.1,1,7,0.8,0.9,0,0,60,0.07990757014694304
0.3,1,7,0.8,0.9,0,0,21,0.07965646776397077
0.01,3,7,0.8,0.9,0,0,454,0.07711767083898743
0.05,3,7,0.8,0.9,0,0,136,0.07689049851071175
0.1,3,7,0.8,0.9,0,0,84,0.07635611993956708
0.3,3,7,0.8,0.9,0,0,14,0.07868549051195418
0.01,5,7,0.8,0.9,0,0,453,0.07673551424507746
0.05,5,7,0.8,0.9,0,0,88,0.07707043504191052
0.1,5,7,0.8,0.9,0,0,49,0.07800985176096362
0.3,5,7,0.8,0.9,0,0,19,0.0801225042983988
0.01,7,7,0.8,0.9,0,0,433,0.07690502174480267
0.05,7,7,0.8,0.9,0,0,96,0.07763687493850499
0.1,7,7,0.8,0.9,0,0,41,0.07853391834006544
0.3,7,7,0.8,0.9,0,0,12,0.0809255105489899
0.01,1,1,1,0.9,0,0,917,0.07960024302235329
0.05,1,1,1,0.9,0,0,189,0.0795559829308204
0.1,1,1,1,0.9,0,0,112,0.07943398549600188
0.3,1,1,1,0.9,0,0,45,0.07952910313511036
0.01,3,1,1,0.9,0,0,486,0.07877481556560839
0.05,3,1,1,0.9,0,0,96,0.07961452623609466
0.1,3,1,1,0.9,0,0,61,0.0789550616365827
0.3,3,1,1,0.9,0,0,15,0.08273750309801513
0.01,5,1,1,0.9,0,0,501,0.07974849627890919
0.05,5,1,1,0.9,0,0,101,0.0806707093699269
0.1,5,1,1,0.9,0,0,52,0.08134792520086918
0.3,5,1,1,0.9,0,0,14,0.08674887034596819
0.01,7,1,1,0.9,0,0,532,0.08315748685274421
0.05,7,1,1,0.9,0,0,116,0.08293916344775484
0.1,7,1,1,0.9,0,0,55,0.08346420628941152
0.3,7,1,1,0.9,0,0,32,0.08947528906293256
0.01,1,3,1,0.9,0,0,838,0.07968727638433852
0.05,1,3,1,0.9,0,0,189,0.07959083733098846
0.1,1,3,1,0.9,0,0,125,0.07945141537722007
0.3,1,3,1,0.9,0,0,44,0.07965682890153497
0.01,3,3,1,0.9,0,0,494,0.07613816060686848
0.05,3,3,1,0.9,0,0,115,0.0762628754785135
0.1,3,3,1,0.9,0,0,52,0.0766789315103218
0.3,3,3,1,0.9,0,0,20,0.07798010792202649
0.01,5,3,1,0.9,0,0,451,0.0786122575582904
0.05,5,3,1,0.9,0,0,100,0.07896950451469895
0.1,5,3,1,0.9,0,0,53,0.07896032335418356
0.3,5,3,1,0.9,0,0,17,0.07935964134329342
0.01,7,3,1,0.9,0,0,532,0.07887697847730109
0.05,7,3,1,0.9,0,0,144,0.07846251136974362
0.1,7,3,1,0.9,0,0,72,0.07869621246357346
0.3,7,3,1,0.9,0,0,27,0.07967473173030865
0.01,1,5,1,0.9,0,0,818,0.07976837367962303
0.05,1,5,1,0.9,0,0,267,0.07953257698072215
0.1,1,5,1,0.9,0,0,114,0.0795220971157128
0.3,1,5,1,0.9,0,0,36,0.07963313888162925
0.01,3,5,1,0.9,0,0,555,0.07506536670692684
0.05,3,5,1,0.9,0,0,130,0.07488068363949808
0.1,3,5,1,0.9,0,0,64,0.07524473752491657
0.3,3,5,1,0.9,0,0,19,0.07835815612478758
0.01,5,5,1,0.9,0,0,486,0.07755685225522664
0.05,5,5,1,0.9,0,0,89,0.07721174701291321
0.1,5,5,1,0.9,0,0,57,0.07753729549934808
0.3,5,5,1,0.9,0,0,20,0.07776170695916015
0.01,7,5,1,0.9,0,0,454,0.07827043562563057
0.05,7,5,1,0.9,0,0,94,0.07757223930881502
0.1,7,5,1,0.9,0,0,66,0.07829657894344498
0.3,7,5,1,0.9,0,0,16,0.08032706636316993
0.01,1,7,1,0.9,0,0,797,0.07972428278679332
0.05,1,7,1,0.9,0,0,175,0.07967130973045099
0.1,1,7,1,0.9,0,0,86,0.0796372377922076
0.3,1,7,1,0.9,0,0,31,0.07969438334610839
0.01,3,7,1,0.9,0,0,570,0.0752034153244123
0.05,3,7,1,0.9,0,0,103,0.0755171222940459
0.1,3,7,1,0.9,0,0,65,0.0754274508588113
0.3,3,7,1,0.9,0,0,23,0.07801034226652928
0.01,5,7,1,0.9,0,0,496,0.07725577542755802
0.05,5,7,1,0.9,0,0,112,0.0771988445302614
0.1,5,7,1,0.9,0,0,49,0.07781858424275388
0.3,5,7,1,0.9,0,0,13,0.07773974435359818
0.01,7,7,1,0.9,0,0,447,0.07710643897795132
0.05,7,7,1,0.9,0,0,96,0.07703878266072
0.1,7,7,1,0.9,0,0,49,0.07726614229146167
0.3,7,7,1,0.9,0,0,14,0.08094164945641837
0.01,1,1,0.65,1,0,0,464,0.0803914727859254
0.05,1,1,0.65,1,0,0,96,0.08027113284668995
0.1,1,1,0.65,1,0,0,49,0.08017909855115957
0.3,1,1,0.65,1,0,0,12,0.0808784794904459
0.01,3,1,0.65,1,0,0,499,0.07911538835096617
0.05,3,1,0.65,1,0,0,87,0.07940460379866006
0.1,3,1,0.65,1,0,0,48,0.08065925769856724
0.3,3,1,0.65,1,0,0,12,0.081845539884351
0.01,5,1,0.65,1,0,0,564,0.07860690113844666
0.05,5,1,0.65,1,0,0,92,0.08018621685406721
0.1,5,1,0.65,1,0,0,49,0.08217410301634855
0.3,5,1,0.65,1,0,0,10,0.08886181872309064
0.01,7,1,0.65,1,0,0,527,0.08051048678365862
0.05,7,1,0.65,1,0,0,125,0.08171507376003463
0.1,7,1,0.65,1,0,0,68,0.08273195288751888
0.3,7,1,0.65,1,0,0,13,0.08959831775493748
0.01,1,3,0.65,1,0,0,464,0.08031077824764772
0.05,1,3,0.65,1,0,0,96,0.08019771221627693
0.1,1,3,0.65,1,0,0,67,0.07976748312795019
0.3,1,3,0.65,1,0,0,15,0.08070324548429696
0.01,3,3,0.65,1,0,0,468,0.07759106301627498
0.05,3,3,0.65,1,0,0,92,0.07798599361754015
0.1,3,3,0.65,1,0,0,48,0.0779929587067128
0.3,3,3,0.65,1,0,0,13,0.08039660872628294
0.01,5,3,0.65,1,0,0,464,0.07760475863570207
0.05,5,3,0.65,1,0,0,92,0.07925952224268405
0.1,5,3,0.65,1,0,0,45,0.08023205274801236
0.3,5,3,0.65,1,0,0,14,0.08612856929320009
0.01,7,3,0.65,1,0,0,463,0.0785748742815154
0.05,7,3,0.65,1,0,0,92,0.07797693626820477
0.1,7,3,0.65,1,0,0,47,0.08035155158972315
0.3,7,3,0.65,1,0,0,13,0.08437799273370024
0.01,1,5,0.65,1,0,0,464,0.0802807518052099
0.05,1,5,0.65,1,0,0,92,0.08019717711454097
0.1,1,5,0.65,1,0,0,46,0.08033738556387152
0.3,1,5,0.65,1,0,0,12,0.08052037315014057
0.01,3,5,0.65,1,0,0,464,0.07713112174639837
0.05,3,5,0.65,1,0,0,90,0.07737851085090663
0.1,3,5,0.65,1,0,0,46,0.07758420447303672
0.3,3,5,0.65,1,0,0,14,0.07890344669481358
0.01,5,5,0.65,1,0,0,466,0.07683137607749109
0.05,5,5,0.65,1,0,0,92,0.07717202922978393
0.1,5,5,0.65,1,0,0,46,0.0781408538428309
0.3,5,5,0.65,1,0,0,13,0.0811062436444878
0.01,7,5,0.65,1,0,0,527,0.0772296388651949
0.05,7,5,0.65,1,0,0,92,0.07727590725063159
0.1,7,5,0.65,1,0,0,49,0.08003918568121547
0.3,7,5,0.65,1,0,0,14,0.08193659016350918
0.01,1,7,0.65,1,0,0,521,0.0800404125614104
0.05,1,7,0.65,1,0,0,92,0.08015332057654335
0.1,1,7,0.65,1,0,0,45,0.0802746694411206
0.3,1,7,0.65,1,0,0,20,0.07974138969137788
0.01,3,7,0.65,1,0,0,528,0.07657727370937673
0.05,3,7,0.65,1,0,0,96,0.07703191217181475
0.1,3,7,0.65,1,0,0,63,0.07736259358687991
0.3,3,7,0.65,1,0,0,21,0.07866206753254898
0.01,5,7,0.65,1,0,0,466,0.07703737456670204
0.05,5,7,0.65,1,0,0,114,0.07678769981000351
0.1,5,7,0.65,1,0,0,49,0.07886845017707066
0.3,5,7,0.65,1,0,0,11,0.07978421473376637
0.01,7,7,0.65,1,0,0,503,0.07667364045779236
0.05,7,7,0.65,1,0,0,111,0.07706667833689423
0.1,7,7,0.65,1,0,0,48,0.0784566673265375
0.3,7,7,0.65,1,0,0,13,0.08073240370540413
0.01,1,1,0.8,1,0,0,499,0.08012306649067737
0.05,1,1,0.8,1,0,0,157,0.07971243169969632
0.1,1,1,0.8,1,0,0,76,0.07980661225320092
0.3,1,1,0.8,1,0,0,20,0.0798186784612768
0.01,3,1,0.8,1,0,0,464,0.0790548312675258
0.05,3,1,0.8,1,0,0,85,0.07910192897845396
0.1,3,1,0.8,1,0,0,49,0.08029738113724157
0.3,3,1,0.8,1,0,0,13,0.082901541830704
0.01,5,1,0.8,1,0,0,550,0.07875018646940835
0.05,5,1,0.8,1,0,0,99,0.07926102740493926
0.1,5,1,0.8,1,0,0,54,0.0803138873667516
0.3,5,1,0.8,1,0,0,15,0.08214909511451701
