eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.3,5,5,1,0.8,0,0,24,0.00142183490723524
0.01,7,5,1,0.8,0,0,1017,0.001335446308795207
0.05,7,5,1,0.8,0,0,200,0.001349591358190278
0.1,7,5,1,0.8,0,0,105,0.0013410911927427551
0.3,7,5,1,0.8,0,0,31,0.0014141365028986679
0.01,1,7,1,0.8,0,0,1395,0.001386237023993391
0.05,1,7,1,0.8,0,0,317,0.001386122758282679
0.1,1,7,1,0.8,0,0,167,0.0013918159874803239
0.3,1,7,1,0.8,0,0,88,0.001439511399603554
0.01,3,7,1,0.8,0,0,957,0.001351096100235447
0.05,3,7,1,0.8,0,0,180,0.001358559359896556
0.1,3,7,1,0.8,0,0,86,0.001349789737885209
0.3,3,7,1,0.8,0,0,27,0.00139124710856019
0.01,5,7,1,0.8,0,0,913,0.001341224479634918
0.05,5,7,1,0.8,0,0,183,0.001342838250690658
0.1,5,7,1,0.8,0,0,88,0.001337208599851034
0.3,5,7,1,0.8,0,0,25,0.001393851680422726
0.01,7,7,1,0.8,0,0,994,0.001345211668566732
0.05,7,7,1,0.8,0,0,211,0.001352962722215751
0.1,7,7,1,0.8,0,0,102,0.001354826406149319
0.3,7,7,1,0.8,0,0,26,0.0014054110071319448
0.01,1,1,0.65,0.9,0,0,994,0.001389434364537264
0.05,1,1,0.65,0.9,0,0,231,0.001388894932045404
0.1,1,1,0.65,0.9,0,0,128,0.001388160367550219
0.3,1,1,0.65,0.9,0,0,25,0.001487318032423857
0.01,3,1,0.65,0.9,0,0,898,0.001346941304615633
0.05,3,1,0.65,0.9,0,0,188,0.001342011370587455
0.1,3,1,0.65,0.9,0,0,87,0.001364152023533142
0.3,3,1,0.65,0.9,0,0,24,0.001467638480357777
0.01,5,1,0.65,0.9,0,0,995,0.00133337714380767
0.05,5,1,0.65,0.9,0,0,198,0.001355132471720844
0.1,5,1,0.65,0.9,0,0,100,0.001371993706673991
0.3,5,1,0.65,0.9,0,0,28,0.001461991584433178
0.01,7,1,0.65,0.9,0,0,1024,0.001335990466636453
0.05,7,1,0.65,0.9,0,0,225,0.001353597939098319
0.1,7,1,0.65,0.9,0,0,109,0.001360572551018571
0.3,7,1,0.65,0.9,0,0,26,0.001494487209814732
0.01,1,3,0.65,0.9,0,0,987,0.0013893749942286361
0.05,1,3,0.65,0.9,0,0,239,0.001392238426987695
0.1,1,3,0.65,0.9,0,0,94,0.001410440156844912
0.3,1,3,0.65,0.9,0,0,40,0.00145863549363078
0.01,3,3,0.65,0.9,0,0,889,0.001340699667064961
0.05,3,3,0.65,0.9,0,0,190,0.001326450234864795
0.1,3,3,0.65,0.9,0,0,85,0.001364270053334103
0.3,3,3,0.65,0.9,0,0,26,0.0014321379229987729
0.01,5,3,0.65,0.9,0,0,888,0.001329042805386136
0.05,5,3,0.65,0.9,0,0,177,0.0013239204997967059
0.1,5,3,0.65,0.9,0,0,90,0.001347405313904393
0.3,5,3,0.65,0.9,0,0,27,0.001430620782643235
0.01,7,3,0.65,0.9,0,0,923,0.001323512747641637
0.05,7,3,0.65,0.9,0,0,189,0.001335623228772325
0.1,7,3,0.65,0.9,0,0,95,0.001363360859227278
0.3,7,3,0.65,0.9,0,0,27,0.001495213350394681
0.01,1,5,0.65,0.9,0,0,1072,0.001403973955652478
0.05,1,5,0.65,0.9,0,0,216,0.001412729280665717
0.1,1,5,0.65,0.9,0,0,109,0.001424346164041097
0.3,1,5,0.65,0.9,0,0,26,0.001513042162183303
0.01,3,5,0.65,0.9,0,0,862,0.0013511474921056089
0.05,3,5,0.65,0.9,0,0,184,0.001351685992316724
0.1,3,5,0.65,0.9,0,0,101,0.001357006964423646
0.3,3,5,0.65,0.9,0,0,28,0.001465782460074431
0.01,5,5,0.65,0.9,0,0,869,0.00133052232710095
0.05,5,5,0.65,0.9,0,0,203,0.001328263095329151
0.1,5,5,0.65,0.9,0,0,94,0.001346533272295608
0.3,5,5,0.65,0.9,0,0,24,0.001456199824493755
0.01,7,5,0.65,0.9,0,0,931,0.0013277457773943871
0.05,7,5,0.65,0.9,0,0,198,0.001341715348688636
0.1,7,5,0.65,0.9,0,0,95,0.001368983313573496
0.3,7,5,0.65,0.9,0,0,32,0.001473020611344327
0.01,1,7,0.65,0.9,0,0,1012,0.001421197574071303
0.05,1,7,0.65,0.9,0,0,216,0.001427883065323724
0.1,1,7,0.65,0.9,0,0,109,0.001422149866070077
0.3,1,7,0.65,0.9,0,0,60,0.001494937483781034
0.01,3,7,0.65,0.9,0,0,862,0.001356167104719501
0.05,3,7,0.65,0.9,0,0,181,0.001365908078826728
0.1,3,7,0.65,0.9,0,0,94,0.001367560989608971
0.3,3,7,0.65,0.9,0,0,29,0.001447187881994454
0.01,5,7,0.65,0.9,0,0,850,0.001343407573032424
0.05,5,7,0.65,0.9,0,0,176,0.0013439451481950149
0.1,5,7,0.65,0.9,0,0,87,0.0013609753427842501
0.3,5,7,0.65,0.9,0,0,24,0.001448846231191883
0.01,7,7,0.65,0.9,0,0,862,0.001355165066629455
0.05,7,7,0.65,0.9,0,0,176,0.001368443591683615
0.1,7,7,0.65,0.9,0,0,94,0.00140022667963587
0.3,7,7,0.65,0.9,0,0,24,0.001462077974217319
0.01,1,1,0.8,0.9,0,0,1137,0.001385598039050205
0.05,1,1,0.8,0.9,0,0,227,0.001391081096633743
0.1,1,1,0.8,0.9,0,0,126,0.00138776669925941
0.3,1,1,0.8,0.9,0,0,52,0.001453046750527139
0.01,3,1,0.8,0.9,0,0,995,0.001346195761927562
0.05,3,1,0.8,0.9,0,0,181,0.001348932788725398
0.1,3,1,0.8,0.9,0,0,89,0.0013859118009488
0.3,3,1,0.8,0.9,0,0,37,0.001422468456807011
0.01,5,1,0.8,0.9,0,0,990,0.001346823726575397
0.05,5,1,0.8,0.9,0,0,188,0.001354305075993835
0.1,5,1,0.8,0.9,0,0,131,0.001364603974513487
0.3,5,1,0.8,0.9,0,0,28,0.001460583021194383
0.01,7,1,0.8,0.9,0,0,1150,0.0013600100221480829
0.05,7,1,0.8,0.9,0,0,220,0.001379439290658307
0.1,7,1,0.8,0.9,0,0,112,0.0013826217051995631
0.3,7,1,0.8,0.9,0,0,50,0.001489945845567369
0.01,1,3,0.8,0.9,0,0,1051,0.001384079186943171
0.05,1,3,0.8,0.9,0,0,242,0.001384506682821501
0.1,1,3,0.8,0.9,0,0,125,0.001385225668036785
0.3,1,3,0.8,0.9,0,0,53,0.001454843563879267
0.01,3,3,0.8,0.9,0,0,893,0.001345448494863627
0.05,3,3,0.8,0.9,0,0,179,0.001343949560413918
0.1,3,3,0.8,0.9,0,0,94,0.001384863460953786
0.3,3,3,0.8,0.9,0,0,27,0.0014341636487088991
0.01,5,3,0.8,0.9,0,0,897,0.001338257499862979
0.05,5,3,0.8,0.9,0,0,175,0.001334622163885048
0.1,5,3,0.8,0.9,0,0,87,0.00134982062087781
0.3,5,3,0.8,0.9,0,0,25,0.001424234777364683
0.01,7,3,0.8,0.9,0,0,923,0.001327792749034253
0.05,7,3,0.8,0.9,0,0,182,0.001350672198480149
0.1,7,3,0.8,0.9,0,0,90,0.001348661097070318
0.3,7,3,0.8,0.9,0,0,28,0.001472988351430712
0.01,1,5,0.8,0.9,0,0,1121,0.0013928539204264181
0.05,1,5,0.8,0.9,0,0,272,0.001395624189337751
0.1,1,5,0.8,0.9,0,0,128,0.00139852853166957
0.3,1,5,0.8,0.9,0,0,55,0.001466087102801825
0.01,3,5,0.8,0.9,0,0,916,0.001352111155107314
0.05,3,5,0.8,0.9,0,0,178,0.001371275443675863
0.1,3,5,0.8,0.9,0,0,94,0.001354764650629769
0.3,3,5,0.8,0.9,0,0,25,0.001403354602150912
0.01,5,5,0.8,0.9,0,0,932,0.001331182884986618
0.05,5,5,0.8,0.9,0,0,177,0.00133542961055229
0.1,5,5,0.8,0.9,0,0,95,0.001358929196289689
0.3,5,5,0.8,0.9,0,0,26,0.001424457696768649
0.01,7,5,0.8,0.9,0,0,933,0.00133393242397498
0.05,7,5,0.8,0.9,0,0,198,0.001346368490320618
0.1,7,5,0.8,0.9,0,0,90,0.001360979315860158
0.3,7,5,0.8,0.9,0,0,26,0.001437492191721833
0.01,1,7,0.8,0.9,0,0,1079,0.001409839198614765
0.05,1,7,0.8,0.9,0,0,232,0.001412528690767288
0.1,1,7,0.8,0.9,0,0,106,0.001426221121176894
0.3,1,7,0.8,0.9,0,0,50,0.001468755796569749
0.01,3,7,0.8,0.9,0,0,894,0.001359736533383547
0.05,3,7,0.8,0.9,0,0,183,0.001365707982934067
0.1,3,7,0.8,0.9,0,0,85,0.001370163106692066
0.3,3,7,0.8,0.9,0,0,24,0.001411289656337887
0.01,5,7,0.8,0.9,0,0,889,0.001343724819933793
0.05,5,7,0.8,0.9,0,0,186,0.001346714732248933
0.1,5,7,0.8,0.9,0,0,94,0.001376458938664182
0.3,5,7,0.8,0.9,0,0,24,0.001437821646036589
0.01,7,7,0.8,0.9,0,0,940,0.001339224248777548
0.05,7,7,0.8,0.9,0,0,198,0.00134835023796678
0.1,7,7,0.8,0.9,0,0,95,0.001390028875636485
0.3,7,7,0.8,0.9,0,0,26,0.001478870968783523
0.01,1,1,1,0.9,0,0,1418,0.00137479987850843
0.05,1,1,1,0.9,0,0,252,0.001378853057440895
0.1,1,1,1,0.9,0,0,136,0.001380818748050524
0.3,1,1,1,0.9,0,0,78,0.001414254343248737
0.01,3,1,1,0.9,0,0,925,0.001343351697731222
0.05,3,1,1,0.9,0,0,201,0.001353456422108529
0.1,3,1,1,0.9,0,0,83,0.001359069461754433
0.3,3,1,1,0.9,0,0,27,0.001384926611824701
0.01,5,1,1,0.9,0,0,1185,0.001354793136437974
0.05,5,1,1,0.9,0,0,264,0.001368016156629988
0.1,5,1,1,0.9,0,0,135,0.0013803858400256899
0.3,5,1,1,0.9,0,0,44,0.001435250457707118
0.01,7,1,1,0.9,0,0,1185,0.001389398806236464
0.05,7,1,1,0.9,0,0,264,0.0013697163086628511
0.1,7,1,1,0.9,0,0,135,0.001384050708488475
0.3,7,1,1,0.9,0,0,44,0.0014760729352792379
0.01,1,3,1,0.9,0,0,1515,0.001366747816603548
0.05,1,3,1,0.9,0,0,323,0.001367288507456902
0.1,1,3,1,0.9,0,0,186,0.0013692199158812299
0.3,1,3,1,0.9,0,0,88,0.001414825383296758
0.01,3,3,1,0.9,0,0,894,0.001358848753725881
0.05,3,3,1,0.9,0,0,182,0.00136689733221396
0.1,3,3,1,0.9,0,0,87,0.001355431529906337
0.3,3,3,1,0.9,0,0,32,0.001377239675616603
0.01,5,3,1,0.9,0,0,1185,0.001357024073101018
0.05,5,3,1,0.9,0,0,264,0.001361727869007488
0.1,5,3,1,0.9,0,0,135,0.0013701616465635119
0.3,5,3,1,0.9,0,0,43,0.001420735658078406
0.01,7,3,1,0.9,0,0,1186,0.001355492179158481
0.05,7,3,1,0.9,0,0,264,0.001361568330520418
0.1,7,3,1,0.9,0,0,135,0.001360490082922247
0.3,7,3,1,0.9,0,0,44,0.001429791281539147
0.01,1,5,1,0.9,0,0,1665,0.00136453617618772
0.05,1,5,1,0.9,0,0,322,0.001366933259877573
0.1,1,5,1,0.9,0,0,158,0.001372244518439467
0.3,1,5,1,0.9,0,0,79,0.001413986362208992
0.01,3,5,1,0.9,0,0,933,0.001359263752111356
0.05,3,5,1,0.9,0,0,206,0.001354595663926213
0.1,3,5,1,0.9,0,0,86,0.001360539341849151
0.3,3,5,1,0.9,0,0,25,0.00143044686948689
0.01,5,5,1,0.9,0,0,955,0.001330981481231543
0.05,5,5,1,0.9,0,0,189,0.001343230713268386
0.1,5,5,1,0.9,0,0,92,0.001349208610949079
0.3,5,5,1,0.9,0,0,29,0.001365845643125965
0.01,7,5,1,0.9,0,0,959,0.0013472532259549289
0.05,7,5,1,0.9,0,0,236,0.00134331639491363
0.1,7,5,1,0.9,0,0,108,0.001361926374023423
0.3,7,5,1,0.9,0,0,31,0.001410655616471604
0.01,1,7,1,0.9,0,0,1535,0.00138466947909836
0.05,1,7,1,0.9,0,0,295,0.001386017175764652
0.1,1,7,1,0.9,0,0,171,0.001389965582451081
0.3,1,7,1,0.9,0,0,77,0.001432908641052038
0.01,3,7,1,0.9,0,0,958,0.001357662182939737
0.05,3,7,1,0.9,0,0,185,0.001359403110378718
0.1,3,7,1,0.9,0,0,91,0.0013558473970103511
0.3,3,7,1,0.9,0,0,25,0.001410907067822173
0.01,5,7,1,0.9,0,0,980,0.001358818096963431
0.05,5,7,1,0.9,0,0,181,0.001351637758887408
0.1,5,7,1,0.9,0,0,92,0.001352750425571448
0.3,5,7,1,0.9,0,0,25,0.0014133429996544679
0.01,7,7,1,0.9,0,0,951,0.001367609173877695
