Metric,Train,Test
RMSE,6.231837617346844e-4,0.0016409497311270294
Pearson,0.9794953584134455,0.845477511560756
Spearman,0.9639816472093747,0.8520042059086856
SD_Error,6.227916229226499e-4,0.0016296067992267495
R2,0.9580055530332794,0.6969058068561267
SD_RMSE,1.2456685775041315e-4,3.8286513186661173e-4
