Metric,Train,Test
RMSE,0.05424674237993821,0.05940502410788132
Pearson,0.8374910509325486,0.4465576140657246
Spearman,0.7527236765642088,0.6865181163743388
SD_Error,0.054256367062627785,0.059396637011825626
R2,0.6532660995048494,0.15223133636983766
