Metric,Train,Test
RMSE,0.049620908198602216,0.07738288985222108
Pearson,0.8657763341820695,0.4070643419511878
Spearman,0.774036671347161,0.5717246140086069
SD_Error,0.049632731927490174,0.07743667428098
R2,0.6995196071782446,0.1625899261106657
