Metric,Train,Test
RMSE,0.05603465483756798,0.07802320771064554
Pearson,0.7990462568878663,0.47252491527951235
Spearman,0.7589927834323262,0.6215395119300599
SD_Error,0.05605094482725732,0.07794404487941642
R2,0.6018707200751591,0.21948331435323576
