Metric,Train,Test
RMSE,6.845506185995298e-4,0.0013010589691023406
Pearson,0.9795662044911464,0.8420293709850114
Spearman,0.9586583907472194,0.8284705152096424
SD_Error,6.847428372230385e-4,0.0012798284810150338
R2,0.9587107925828473,0.6474381197467305
