Metric,Train,Test
RMSE,5.793429787152441e-4,0.0016729270181401062
Pearson,0.9808801697145922,0.9103577910319689
Spearman,0.966852104680219,0.905597638957401
SD_Error,5.791419129708786e-4,0.0016753250678167237
R2,0.9609237678274193,0.8197887360402739
