Metric,Train,Test
RMSE,6.938240700126953e-4,0.002305104590474273
Pearson,0.9745005837814165,0.739381858851482
Spearman,0.954035955257573,0.7424658007373236
SD_Error,6.939772279994622e-4,0.002297342688809036
R2,0.9485661938924586,0.5337746617431813
