Metric,Train,Test
RMSE,0.04805771884331748,0.07582936676591927
Pearson,0.8648826851954573,0.4214593082727502
Spearman,0.7925883110040518,0.5751433411989424
SD_Error,0.04806973668393809,0.07602098273608289
R2,0.710041705812913,0.17668715761189258
