Metric,Train,Test
RMSE,0.05350908552284442,0.07835130622092623
Pearson,0.832640311541507,0.38816357281549657
Spearman,0.7562852423751698,0.570609892663753
SD_Error,0.05350858469977742,0.07838609546112636
R2,0.6505848119607394,0.1414990607532134
