Metric,Train,Test
RMSE,0.04842526443251896,0.0936463607658305
Pearson,0.8384723566997238,0.43203034187472794
Spearman,0.7560685970490676,0.6447090055159858
SD_Error,0.04842930200314984,0.09370166966244459
R2,0.6533575566833554,0.18346839553499616
