Metric,Train,Test
RMSE,6.98796671722824e-4,0.0018500473169608092
Pearson,0.9720719806125243,0.8972102534638515
Spearman,0.9569293092229164,0.89699657370147
SD_Error,6.987006330575216e-4,0.001852666871575797
R2,0.9431483804513875,0.7796091222491828
