Metric,Train,Test
RMSE,6.853737314051329e-4,0.0017862086978031831
Pearson,0.9747795390761114,0.8242769127083756
Spearman,0.9545260474162577,0.8429348859176746
SD_Error,6.852715208621133e-4,0.0017691180017975292
R2,0.9486629100397602,0.6489797290045943
SD_RMSE,1.2495361963916454e-4,3.7611981238944105e-4
