Metric,Train,Test
RMSE,0.06509876816963053,0.07952331458683921
Pearson,0.7276681131864878,0.3427071360280314
Spearman,0.7189051278792813,0.51352430124633075
SD_Error,0.06512113559469998,0.07958219881675309
R2,0.48283126487470596,0.11562340739213772
