"Fold_ID","Area_code","Feature","Feature_Label","Feature_Value","SHAP_Value"
4,1001,"P_internet","Internet",2.23749302391582,-0.00335801462642848
4,1002,"P_internet","Internet",0.502590617638603,-0.000267809518845752
4,1003,"P_internet","Internet",0.843941735681447,-0.000877844402566552
4,1004,"P_internet","Internet",0.958004004660119,-0.000769137055613101
4,1005,"P_internet","Internet",1.84683278664874,-0.00216504442505538
4,1006,"P_internet","Internet",1.51691979462647,-0.00163866253569722
4,1007,"P_internet","Internet",1.08136048335137,-0.00120646017603576
4,1008,"P_internet","Internet",0.201064982297663,0.000202997529413551
4,1009,"P_internet","Internet",0.608734869080791,-0.00065445393556729
4,1010,"P_internet","Internet",-0.0946561073488871,0.000486618635477498
4,1011,"P_internet","Internet",1.23715266418663,-0.00122640933841467
4,2001,"P_internet","Internet",2.22660830864894,-0.00358084705658257
4,2002,"P_internet","Internet",2.33779319050744,-0.00372067023999989
4,2003,"P_internet","Internet",2.16837602546176,-0.0032026213593781
4,2004,"P_internet","Internet",2.61321608307675,-0.00447493046522141
4,2005,"P_internet","Internet",2.37864931876219,-0.00347704533487558
4,3001,"P_internet","Internet",1.04081481258393,-0.00107894011307508
4,3002,"P_internet","Internet",1.33052268688076,-0.00131578382570297
4,3003,"P_internet","Internet",2.37161386931221,-0.00355320982635021
4,3009,"P_internet","Internet",0.999960032293207,-0.000923580781091005
4,4001,"P_internet","Internet",0.175813424115516,0.000169162813108414
4,4005,"P_internet","Internet",0.148474259518333,0.000165367804584093
4,4008,"P_internet","Internet",-0.640677476510606,0.000749486731365323
4,4011,"P_internet","Internet",-0.915830419510289,0.00100504572037607
4,5001,"P_internet","Internet",-0.906553980148255,0.00102815730497241
4,5002,"P_internet","Internet",1.06146884692115,-0.0011212716344744
4,5003,"P_internet","Internet",1.29597786026095,-0.00134893844369799
4,5004,"P_internet","Internet",0.757253230726134,-0.000844136578962207
4,5005,"P_internet","Internet",-0.667060365809856,0.000682536570820957
4,5006,"P_internet","Internet",0.760305453211927,-0.000792259583249688
4,5007,"P_internet","Internet",-0.0589672726918705,0.000408364925533533
4,5008,"P_internet","Internet",-0.0791736208579074,0.000482926261611283
4,5009,"P_internet","Internet",0.387138874859099,-6.0096564993728e-05
4,5010,"P_internet","Internet",1.61057660045346,-0.00175638939253986
4,5011,"P_internet","Internet",-0.705809735677965,0.000986198778264225
4,5012,"P_internet","Internet",-0.55551292818736,0.00045767062692903
4,5013,"P_internet","Internet",-0.64669045177352,0.000674710667226464
4,5014,"P_internet","Internet",0.529536999093733,-0.00038500691880472
4,5015,"P_internet","Internet",-0.843995396604341,0.000917081604711711
4,5016,"P_internet","Internet",-0.988768957176576,0.00103150750510395
4,5017,"P_internet","Internet",0.54383496177652,-0.000412112596677616
4,5018,"P_internet","Internet",2.09562361346769,-0.00295059336349368
4,5019,"P_internet","Internet",1.27114732683418,-0.00138582428917289
4,5020,"P_internet","Internet",0.853409511328699,-0.000852215685881674
4,5021,"P_internet","Internet",-0.278252613121203,0.000542088528163731
4,5022,"P_internet","Internet",1.13980554122956,-0.00122630246914923
4,5023,"P_internet","Internet",0.0736165661202645,0.000231457670452073
4,5024,"P_internet","Internet",0.571762259401723,-0.000509311852511019
4,5025,"P_internet","Internet",2.22746690844294,-0.00345598929561675
4,5026,"P_internet","Internet",-0.37807661689005,0.000602199928835034
4,5027,"P_internet","Internet",1.60628736658314,-0.00178792211227119
4,5028,"P_internet","Internet",1.78800279781344,-0.00220183096826077
4,5029,"P_internet","Internet",-0.822299195352179,0.000960256496910006
4,5030,"P_internet","Internet",2.30567296187001,-0.00348800094798207
4,5031,"P_internet","Internet",0.48495518129295,-0.000271366210654378
4,5032,"P_internet","Internet",1.65944649600559,-0.00178205990232527
4,5033,"P_internet","Internet",0.337389245142333,-6.61739395582117e-05
4,5034,"P_internet","Internet",0.110204771013786,0.000238703098148108
4,5035,"P_internet","Internet",2.03626805160768,-0.00281810178421438
4,5036,"P_internet","Internet",-0.932032066405511,0.000974699563812464
4,5037,"P_internet","Internet",0.143805031616174,0.00019861311011482
4,5038,"P_internet","Internet",0.572070248145926,-0.000589410192333162
4,6001,"P_internet","Internet",0.281270747929524,-6.54192990623415e-05
4,6002,"P_internet","Internet",2.35694221151062,-0.00333836139179766
4,6003,"P_internet","Internet",1.13749798500581,-0.00119186646770686
4,6004,"P_internet","Internet",1.10829599695172,-0.00119845906738192
4,6005,"P_internet","Internet",1.26597598934437,-0.00125808373559266
4,6006,"P_internet","Internet",0.492769474596373,-0.000308720773318782
4,6007,"P_internet","Internet",1.77222718271767,-0.00205244985409081
4,6008,"P_internet","Internet",0.0391000158927163,0.000248716271016747
4,6009,"P_internet","Internet",0.430824314533286,-6.89069929649122e-05
4,6010,"P_internet","Internet",2.69385425963702,-0.00401336513459682
4,7001,"P_internet","Internet",-0.150424448047319,0.000484690477605909
4,7002,"P_internet","Internet",-0.946238315366163,0.00100124138407409
4,7003,"P_internet","Internet",-0.946171822538973,0.00100319483317435
4,7004,"P_internet","Internet",-1.27529251631032,0.00109721021726727
4,7005,"P_internet","Internet",-1.0800879968473,0.00105493981391191
4,7006,"P_internet","Internet",-0.531548604969882,0.000591696996707469
4,7007,"P_internet","Internet",-1.48473946166512,0.00108569639269263
4,7008,"P_internet","Internet",-0.466979717354049,0.000531568715814501
4,7010,"P_internet","Internet",-0.938931046698574,0.000987408915534616
4,7011,"P_internet","Internet",-0.890553817132601,0.000996847404167056
4,7012,"P_internet","Internet",0.468063319599681,-0.000167920312378556
4,7013,"P_internet","Internet",-0.622791208909899,0.000717766350135207
4,7014,"P_internet","Internet",-1.20492398940964,0.00106803840026259
4,7015,"P_internet","Internet",-0.580753476033305,0.000683753343764693
4,7016,"P_internet","Internet",-1.0481590952955,0.00107515137642622
4,7017,"P_internet","Internet",-0.32704410294061,0.000507220276631415
4,7018,"P_internet","Internet",-1.26473429150542,0.00109837728086859
4,7019,"P_internet","Internet",0.323698422733943,-5.643588519888e-05
4,7020,"P_internet","Internet",-1.02198812220864,0.00107514136470854
4,7021,"P_internet","Internet",-0.875782730856795,0.00100404082331806
4,7022,"P_internet","Internet",-1.4633999490275,0.00113951065577567
